Timestamp,stock_volume,Price,amount_volume
2018/2/7,0,0,5568750000
2018/2/6,0,0,5568750000
2018/2/5,0,0,5568750000
2018/2/2,0,0,5568750000
2018/2/1,0,0,5568750000
2018/1/31,0,0,5568750000
2018/1/30,0,0,5568750000
2018/1/29,0,0,5568750000
2018/1/26,0,0,5568750000
2018/1/25,0,0,5568750000
2018/1/24,0,0,5568750000
2018/1/23,0,0,5568750000
2018/1/22,0,0,5568750000
2018/1/19,0,0,5568750000
2018/1/18,0,0,5568750000
2018/1/17,0,0,5568750000
2018/1/16,0,0,5568750000
2018/1/15,0,0,5568750000
2018/1/12,0,0,5568750000
2018/1/11,0,0,5568750000
2018/1/10,0,0,5568750000
2018/1/9,0,0,5568750000
2018/1/8,0,0,5568750000
2018/1/5,0,0,5568750000
2018/1/4,6265450,103858646.3,5568750000
2018/1/3,1237600,19729602.06,5393250000
2018/1/2,1219507,19360634.04,5359500000
2017/12/29,2159503,34002851.57,5258250000
2017/12/28,976000,15457872.5,5342625000
2017/12/27,1234105,19422508.15,5319000000
2017/12/26,2153550,34409093.68,5373000000
2017/12/25,2350250,37363532.5,5413500000
2017/12/22,2527017,40236856.74,5319000000
2017/12/21,1727466,27017973.9,5261625000
2017/12/20,4374002,68580368.62,5373000000
2017/12/19,2082292,30802727.37,5035500000
2017/12/18,566614,8221119.11,4907250000
2017/12/15,616550,8928257.47,4897125000
2017/12/14,983250,14220939.5,4873500000
2017/12/13,1742253,25547749.41,4897125000
2017/12/12,2799373,41052615.74,4951125000
2017/12/11,2374703,34974369.68,5025375000
2017/12/8,1647450,24399922,4995000000
2017/12/7,1554050,22750446,5032125000
2017/12/6,2044300,29987867.5,4957875000
2017/12/5,2185450,32811968.5,5055750000
2017/12/4,2958402,44821572.16,5173875000
2017/12/1,3084947,47019392.27,5177250000
2017/11/30,2542539,39611567.21,5207625000
2017/11/29,4611206,71968559.49,5281875000
2017/11/28,2429250,37797457.28,5271750000
2017/11/27,2309658,36417577.72,5332500000
2017/11/24,2069090,32360957.11,5332500000
2017/11/23,3089885,48879336.58,5315625000
2017/11/22,3605514,56870701.67,5400000000
2017/11/21,4104031,65120598.42,5342625000
2017/11/20,5101170,78487964,5389875000
2017/11/17,4897330,75722604.82,5140125000
2017/11/16,5825264,92486162.48,5302125000
2017/11/15,11789671,189176916.8,5467500000
2017/11/14,6406010,94461004.83,5200875000
2017/11/13,3736717,52632021.06,4728375000
2017/11/10,4243766,61983761.63,4863375000
2017/11/9,5262726,79151584.73,5045625000
2017/11/8,6697657,103700887.5,5170500000
2017/11/7,7781418,118951513.6,5261625000
2017/11/6,9322286,148991386.5,5359500000
2017/11/3,15400277,249512751.2,5275125000
2017/11/2,21525742,388277586.6,5862375000
2017/11/1,5619130,88916221.56,5639625000
2017/10/31,0,0,5126625000
2017/10/30,0,0,5126625000
2017/10/27,0,0,5126625000
2017/10/26,0,0,5126625000
2017/10/25,0,0,5126625000
2017/10/24,0,0,5126625000
2017/10/23,0,0,5126625000
2017/10/20,0,0,5126625000
2017/10/19,0,0,5126625000
2017/10/18,0,0,5126625000
2017/10/17,0,0,5126625000
2017/10/16,0,0,5126625000
2017/10/13,0,0,5126625000
2017/10/12,0,0,5126625000
2017/10/11,0,0,5126625000
2017/10/10,0,0,5126625000
2017/10/9,0,0,5126625000
2017/9/29,0,0,5126625000
2017/9/28,0,0,5126625000
2017/9/27,0,0,5126625000
2017/9/26,0,0,5126625000
2017/9/25,0,0,5126625000
2017/9/22,0,0,5126625000
2017/9/21,0,0,5126625000
2017/9/20,0,0,5126625000
2017/9/19,0,0,5126625000
2017/9/18,0,0,5126625000
2017/9/15,0,0,5126625000
2017/9/14,0,0,5126625000
2017/9/13,0,0,5126625000
2017/9/12,0,0,5126625000
2017/9/11,0,0,5126625000
2017/9/8,0,0,5126625000
2017/9/7,0,0,5126625000
2017/9/6,0,0,5126625000
2017/9/5,0,0,5126625000
2017/9/4,0,0,5126625000
2017/9/1,0,0,5126625000
2017/8/31,0,0,5126625000
2017/8/30,0,0,5126625000
2017/8/29,0,0,5126625000
2017/8/28,0,0,5126625000
2017/8/25,0,0,5126625000
2017/8/24,0,0,5126625000
2017/8/23,0,0,5126625000
2017/8/22,0,0,5126625000
2017/8/21,0,0,5126625000
2017/8/18,0,0,5126625000
2017/8/17,0,0,5126625000
2017/8/16,0,0,5126625000
2017/8/15,0,0,5126625000
2017/8/14,0,0,5126625000
2017/8/11,0,0,5126625000
2017/8/10,0,0,5126625000
2017/8/9,0,0,5126625000
2017/8/8,0,0,5126625000
2017/8/7,0,0,5126625000
2017/8/4,0,0,5126625000
2017/8/3,0,0,5126625000
2017/8/2,0,0,5126625000
2017/8/1,0,0,5126625000
2017/7/31,0,0,5126625000
2017/7/28,0,0,5126625000
2017/7/27,0,0,5126625000
2017/7/26,0,0,5126625000
2017/7/25,0,0,5126625000
2017/7/24,0,0,5126625000
2017/7/21,0,0,5126625000
2017/7/20,0,0,5126625000
2017/7/19,0,0,5126625000
2017/7/18,0,0,5126625000
2017/7/17,0,0,5126625000
2017/7/14,0,0,5126625000
2017/7/13,0,0,5126625000
2017/7/12,0,0,5126625000
2017/7/11,0,0,5126625000
2017/7/10,0,0,5126625000
2017/7/7,0,0,5126625000
2017/7/6,0,0,5126625000
2017/7/5,0,0,5126625000
2017/7/4,0,0,5126625000
2017/7/3,0,0,5126625000
2017/6/30,0,0,5126625000
2017/6/29,0,0,5126625000
2017/6/28,0,0,5126625000
2017/6/27,0,0,5126625000
2017/6/26,0,0,5126625000
2017/6/23,0,0,5126625000
2017/6/22,0,0,5126625000
2017/6/21,0,0,5126625000
2017/6/20,0,0,5126625000
2017/6/19,0,0,5126625000
2017/6/16,0,0,5126625000
2017/6/15,0,0,5126625000
2017/6/14,0,0,5126625000
2017/6/13,0,0,5126625000
2017/6/12,0,0,5125500000
2017/6/9,0,0,5125500000
2017/6/8,0,0,5125500000
2017/6/7,0,0,5125500000
2017/6/6,0,0,5125500000
2017/6/5,0,0,5125500000
2017/6/2,0,0,5125500000
2017/6/1,0,0,5125500000
2017/5/31,0,0,5125500000
2017/5/26,0,0,5125500000
2017/5/25,0,0,5125500000
2017/5/24,0,0,5125500000
2017/5/23,0,0,5125500000
2017/5/22,0,0,5125500000
2017/5/19,0,0,5125500000
2017/5/18,0,0,5125500000
2017/5/17,0,0,5125500000
2017/5/16,0,0,5125500000
2017/5/15,0,0,5125500000
2017/5/12,0,0,5125500000
2017/5/11,0,0,5125500000
2017/5/10,0,0,5125500000
2017/5/9,0,0,5125500000
2017/5/8,1172704,27020202.82,5125500000
2017/5/5,2052423,47655111.12,5350500000
2017/5/4,604481,13180361.95,4918500000
2017/5/3,1136799,24776208.21,4884750000
2017/5/2,554169,11734384.12,4792500000
2017/4/28,641600,13428934.51,4747500000
2017/4/27,516725,10703429.92,4684500000
2017/4/26,619131,13059680.66,4738500000
2017/4/25,472976,9944659.64,4743000000
2017/4/24,1007935,20812008.91,4758750000
2017/4/21,503602,10622611.05,4729500000
2017/4/20,1547285,33104355.66,4725000000
2017/4/19,1146774,25507294.56,4956750000
2017/4/18,973872,22970050.63,5256000000
2017/4/17,1463379,34638789.08,5262750000
2017/4/14,942513,21407033.64,5080500000
2017/4/13,831604,19237955.83,5208750000
2017/4/12,1490285,35443138.2,5307750000
2017/4/11,873146,21647718.89,5598000000
2017/4/10,576746,14751790.13,5735250000
2017/4/7,493053,12526730.64,5721750000
2017/4/6,692486,17829389.88,5796000000
2017/4/5,737671,18672533.43,5683500000
2017/3/31,775811,19430937.23,5575500000
2017/3/30,1931014,49113282.46,5562000000
2017/3/29,671979,18013957.78,6041250000
2017/3/28,637128,17150797.38,6036750000
2017/3/27,590146,15974100.76,6086250000
2017/3/24,912000,24822774.84,6142500000
2017/3/23,1718988,47127881.5,6205500000
2017/3/22,677264,18264715.17,6079500000
2017/3/21,628855,16998526.92,6084000000
2017/3/20,779360,21192614.56,6131250000
2017/3/17,735418,19959413.74,6075000000
2017/3/16,699154,19018343.72,6131250000
2017/3/15,733761,19832960.36,6131250000
2017/3/14,600172,16296045.56,6135750000
2017/3/13,1057149,28512335.64,6090750000
2017/3/10,626649,17096767.84,6135750000
2017/3/9,597746,16349840.96,6142500000
2017/3/8,800546,22010716.54,6189750000
2017/3/7,731489,19964628.5,6171750000
2017/3/6,987560,27157123.62,6162750000
2017/3/3,1340884,36680800.68,6273000000
2017/3/2,1181975,32145910.47,6117750000
2017/3/1,2177954,61057195.7,6230250000
2017/2/28,1687103,46409923.28,6277500000
2017/2/27,949413,25486758.57,6021000000
2017/2/24,973945,26578967.73,6113250000
2017/2/23,1482690,40411946.56,6108750000
2017/2/22,1000713,27867220.9,6252750000
2017/2/21,1382411,38882160.14,6342750000
2017/2/20,3127162,89592216.48,6464250000
2017/2/17,2660072,75114418.61,6338250000
2017/2/16,819428,22175065.28,6072750000
2017/2/15,1007540,27329491.9,6102000000
2017/2/14,663979,18042212.41,6097500000
2017/2/13,924175,25038297.54,6088500000
2017/2/10,1448000,39427503,6093000000
2017/2/9,1010462,27642669.64,6156000000
2017/2/8,1178907,32103676.21,6140250000
2017/2/7,1027962,28358884.19,6185250000
2017/2/6,1117600,30778259.64,6230250000
2017/2/3,683975,18560224.5,6108750000
2017/1/26,498254,13523737.9,6086250000
2017/1/25,1790226,48149184.48,6086250000
2017/1/24,2160149,59590383.75,6007500000
2017/1/23,1180951,32616069.64,6230250000
2017/1/20,794720,21892611,6165000000
2017/1/19,918600,25097320.2,6165000000
2017/1/18,2409914,65492257.52,6207750000
2017/1/17,3157715,83956040.6,6081750000
2017/1/16,5043786,147300374,6228000000
2017/1/13,3956028,121678076.5,6918750000
2017/1/12,2383452,71063537.99,6763500000
2017/1/11,4072084,123468404,6862500000
2017/1/10,1892229,55213534.1,6574500000
2017/1/9,2372012,68312463.07,6543000000
2017/1/6,1054588,29704466.68,6338250000
2017/1/5,1673000,47613624.18,6372000000
2017/1/4,2261950,64337813.01,6450750000
2017/1/3,1303785,36402470.74,6279750000
2016/12/30,1571737,44145831.5,6288750000
2016/12/29,2119610,59442938.9,6383250000
2016/12/28,2587402,74194167.25,6444000000
2016/12/27,1849842,52413853.22,6306750000
2016/12/26,2510386,68977435.32,6304500000
2016/12/23,3208055,91151071.74,6297750000
2016/12/22,2499576,73358687.32,6525000000
2016/12/21,3546694,104275998.4,6574500000
2016/12/20,3401519,102408958.1,6768000000
2016/12/19,6607331,201897397.8,6795000000
2016/12/16,8743384,280964412.8,7155000000
2016/12/15,5307575,158860457.5,6925500000
2016/12/14,4276277,126594083.5,6504750000
2016/12/13,4856444,142599661.8,6779250000
2016/12/12,6420399,194921225.6,6419250000
2016/12/9,6665615,213144234.7,7132500000
2016/12/8,10919635,356624786.7,7193250000
2016/12/7,10024025,311697710.9,7310250000
2016/12/6,11063711,332666593.9,6774750000
2016/12/5,9890723,280261601.8,6473250000
2016/12/2,14316275,456302878.7,6682500000
2016/12/1,15417236,495050311.4,7425000000
2016/11/30,7511704,248631722.6,7456500000
2016/11/29,1003962,30249375.06,6779250000
2016/11/28,164200,4497438,6162750000
2016/11/25,0,0,5602500000
2016/11/24,0,0,5602500000
2016/11/23,0,0,5602500000
2016/11/22,0,0,5602500000
2016/11/21,0,0,5602500000
2016/11/18,0,0,5602500000
2016/11/17,0,0,5602500000
2016/11/16,0,0,5602500000
2016/11/15,0,0,5602500000
2016/11/14,0,0,5602500000
2016/11/11,2477417,61964537.05,5602500000
2016/11/10,3340067,83342150.05,5737500000
2016/11/9,3943921,96809604.75,5589000000
2016/11/8,4212386,105773411.5,5658750000
2016/11/7,6087431,148492115.8,5625000000
2016/11/4,2943039,68583198.5,5256000000
2016/11/3,4495475,103489524.7,5166000000
2016/11/2,4232325,95837239.7,5094000000
2016/11/1,6341472,142553137.5,5116500000
2016/10/31,3499727,74616294.72,4965750000
2016/10/28,2940000,62973607.98,4797000000
2016/10/27,3105544,67438676.06,4884750000
2016/10/26,3850508,84668738.11,4952250000
2016/10/25,4595514,98547869.69,4880250000
2016/10/24,1557774,32649564.38,4702500000
2016/10/21,1098401,23007204.4,4700250000
2016/10/20,1542913,32388618.07,4709250000
2016/10/19,2059700,43288819.5,4738500000
2016/10/18,1924989,40412990.9,4761000000
2016/10/17,2768250,58787934.34,4691250000
2016/10/14,5232684,113388818.9,4878000000
2016/10/13,5808333,122689147.1,4929750000
2016/10/12,2369762,49465976.59,4689000000
2016/10/11,4773729,100649059,4788000000
2016/10/10,3771729,77642013.35,4711500000
2016/9/30,0,0,4900500000
2016/9/29,0,0,4900500000
2016/9/28,0,0,4900500000
2016/9/27,0,0,4900500000
2016/9/26,0,0,4900500000
2016/9/23,0,0,4900500000
2016/9/22,0,0,4900500000
2016/9/21,0,0,4900500000
2016/9/20,0,0,4900500000
2016/9/19,0,0,4900500000
2016/9/14,0,0,4900500000
2016/9/13,0,0,4900500000
2016/9/12,0,0,4900500000
2016/9/9,0,0,4900500000
2016/9/8,0,0,4900500000
2016/9/7,0,0,4900500000
2016/9/6,0,0,4900500000
2016/9/5,0,0,4900500000
2016/9/2,0,0,4900500000
2016/9/1,0,0,4900500000
2016/8/31,0,0,4900500000
2016/8/30,0,0,4900500000
2016/8/29,0,0,4900500000
2016/8/26,0,0,4900500000
2016/8/25,0,0,4900500000
2016/8/24,0,0,4900500000
2016/8/23,0,0,4900500000
2016/8/22,0,0,4900500000
2016/8/19,0,0,4900500000
2016/8/18,0,0,4900500000
2016/8/17,0,0,4900500000
2016/8/16,0,0,4900500000
2016/8/15,0,0,4900500000
2016/8/12,2264965,49611175.57,4900500000
2016/8/11,1319454,28312186.25,4860000000
2016/8/10,1129177,24139797.23,4837500000
2016/8/9,1112688,23898940.11,4824000000
2016/8/8,1238088,26381529.12,4806000000
2016/8/5,1233195,26797824.31,4860000000
2016/8/4,2038077,44168838.12,4902750000
2016/8/3,2829198,63228846.29,4974750000
2016/8/2,3214740,72580944.89,5078250000
2016/8/1,2894490,63821859.63,4875750000
2016/7/29,4833736,108825076.9,5103000000
2016/7/28,4014343,87819099.36,4983750000
2016/7/27,3184929,67261138.52,4855500000
2016/7/26,927953,19665885.32,4797000000
2016/7/25,856708,17957364.64,4691250000
2016/7/22,1286751,27502266.39,4743000000
2016/7/21,1220600,26374815,4830750000
2016/7/20,2291700,49806664.33,4844250000
2016/7/19,2481343,52800616.66,4893750000
2016/7/18,2201365,45505568.17,4655250000
2016/7/15,1158189,24761606.82,4776750000
2016/7/14,1292099,27915671.37,4853250000
2016/7/13,1598804,34674500.87,4869000000
2016/7/12,2661123,56773759.42,4905000000
2016/7/11,2066234,44626249.2,4801500000
2016/7/8,2195026,47748257.05,4880250000
2016/7/7,2733840,59671151.4,4880250000
2016/7/6,5032334,109207985.5,4992750000
2016/7/5,4895651,106280295.3,4893750000
2016/7/4,8959860,191273625,4990500000
2016/7/1,0,0,4950000000
2016/6/30,0,0,4950000000
2016/6/29,0,0,4950000000
2016/6/28,0,0,4950000000
2016/6/27,0,0,4950000000
2016/6/24,0,0,4950000000
2016/6/23,0,0,4950000000
2016/6/22,0,0,4950000000
2016/6/21,0,0,4950000000
2016/6/20,0,0,4950000000
2016/6/17,6394939,140328842.3,4950000000
2016/6/16,4642688,97396730.91,4684500000
2016/6/15,7509813,154489594.3,4657500000
2016/6/14,2097021,39657979.59,4342500000
2016/6/13,2855711,55545260.92,4263750000
2016/6/8,3680988,73314381.33,4520250000
2016/6/7,3344282,65436840.03,4475250000
2016/6/6,5096091,100786756.4,4457250000
2016/6/3,3335750,64241868.41,4349250000
2016/6/2,2993618,57615848.09,4347000000
2016/6/1,3926681,75518995.41,4344750000
2016/5/31,4085524,77979535.11,4358250000
2016/5/30,2965380,55587174.88,4189500000
2016/5/27,5042561,97343073.04,4311000000
2016/5/26,10444637,201985141.8,4430250000
2016/5/25,5314975,100394417,4275000000
2016/5/24,1097734,20056081.47,4113000000
2016/5/23,987943,18027754.8,4099500000
2016/5/20,852620,15338474.08,4070250000
2016/5/19,822430,14957992.35,4047750000
2016/5/18,1555706,28131946.42,3989250000
2016/5/17,1206176,22348648.28,4189500000
2016/5/16,1197873,22167959.39,4194000000
2016/5/13,1173222,21896465.16,4149000000
2016/5/12,2300699,42843190.01,4223250000
2016/5/11,2972762,55937023.58,4286250000
2016/5/10,1071833,19329329.66,4027500000
2016/5/9,1864333,34126362.49,4074750000
2016/5/6,3911216,75410476.14,4293000000
2016/5/5,2455609,47079570.47,4326750000
2016/5/4,2971016,57759779.63,4347000000
2016/5/3,3306219,62896123.81,4356000000
2016/4/29,1378005,25513312.44,4173750000
2016/4/28,1165902,21224383.05,4135500000
2016/4/27,1300879,24088268.66,4144500000
2016/4/26,1424952,25970002.15,4142250000
2016/4/25,1563795,28093442.86,4083750000
2016/4/22,2280495,40989133.82,4092750000
2016/4/21,2882890,52925945.11,4072500000
2016/4/20,5405334,100600521.9,4104000000
2016/4/19,2434646,46152222.47,4299750000
2016/4/18,2358072,44356780.8,4232250000
2016/4/15,2376824,45696743.08,4335750000
2016/4/14,3736172,71797696.92,4365000000
2016/4/13,4765975,91088151.93,4275000000
2016/4/12,7954911,153177006.2,4275000000
2016/4/11,2447050,44977174.75,4151250000
2016/4/8,1615656,28974382.16,4027500000
2016/4/7,2139096,39546946.05,4095000000
2016/4/6,2426126,45189113.93,4203000000
2016/4/5,3624994,66653435.84,4187250000
2016/4/1,1397915,25005532.68,4027500000
2016/3/31,2221201,40487039.92,4070250000
2016/3/30,2033220,36300678.5,4072500000
2016/3/29,2197290,38759716.68,3906000000
2016/3/28,3713067,68355894.77,4063500000
2016/3/25,2312326,41632909.19,4106250000
2016/3/24,2517271,45034269.04,4027500000
2016/3/23,2284663,40998596.27,4063500000
2016/3/22,2793100,49913505.35,4014000000
2016/3/21,3577915,63416141.69,4009500000
2016/3/18,4790342,84152858.35,3962250000
2016/3/17,4880978,83389695.28,3944250000
2016/3/16,3140190,52120266.86,3717000000
2016/3/15,1518294,24657860.68,3663000000
2016/3/14,3158565,51864642.08,3654000000
2016/3/11,859241,13608935.81,3584250000
2016/3/10,1424301,22968552.74,3586500000
2016/3/9,1831483,29697166.52,3640500000
2016/3/8,2102972,33632499.93,3687750000
2016/3/7,1638781,26193955.83,3611250000
2016/3/4,1902073,30364000.47,3501000000
2016/3/3,2597660,43013002.49,3681000000
2016/3/2,2362692,38019718.73,3735000000
2016/3/1,1835668,28272098.75,3519000000
2016/2/29,2610169,39769935.72,3440250000
2016/2/26,2741528,45038680.74,3669750000
2016/2/25,3036081,51412283.74,3636000000
2016/2/24,3040212,54828950.46,4041000000
2016/2/23,6157965,115348091.9,4194000000
2016/2/22,3732222,65802695.12,4072500000
2016/2/19,1614315,27784294.59,3897000000
2016/2/18,2050161,35702050.42,3894750000
2016/2/17,1493029,25609386.58,3901500000
2016/2/16,1737210,29760391.06,3899250000
2016/2/15,1303323,21334853.53,3771000000
2016/2/5,1449149,24303750.53,3748500000
2016/2/4,2116904,35503204.72,3780000000
2016/2/3,1335138,21725398.87,3721500000
2016/2/2,2000598,32752837.91,3712500000
2016/2/1,955086,15222391.75,3600000000
2016/1/29,2072363,33495145.37,3640500000
2016/1/28,1448380,22986240.71,3577500000
2016/1/27,2056164,32278824.07,3667500000
2016/1/26,1330692,21801348.06,3577500000
2016/1/25,1268434,21779366.49,3881250000
2016/1/22,1707956,28053572.51,3840750000
2016/1/21,2393370,40285882.2,3667500000
2016/1/20,2434668,41804361.38,3865500000
2016/1/19,1807495,29825490.91,3793500000
2016/1/18,2081339,33476399.89,3638250000
2016/1/15,1879722,31679496.92,3597750000
2016/1/14,1405630,23827679.42,3996000000
2016/1/13,1752016,31315143.52,3847500000
2016/1/12,1191970,22268692.89,4155750000
2016/1/11,2179614,41832342.94,4317750000
2016/1/8,1881593,37896043.64,4601250000
2016/1/7,678400,13407810,4500000000
2016/1/6,1570389,32118503.28,4704750000
2016/1/5,1986507,40312408.62,4542750000
2016/1/4,1769125,39626363.19,4767750000
2015/12/31,1785367,42344597.34,5287500000
2015/12/30,1702727,39662225.09,5271750000
2015/12/29,3020602,68547170.29,5242500000
2015/12/28,2513097,59869891.96,5253750000
2015/12/25,1579467,37867509.77,5411250000
2015/12/24,2165277,51238990.47,5377500000
2015/12/23,1950281,46762146.03,5384250000
2015/12/22,2111153,50383542.77,5400000000
2015/12/21,2303363,55472987.99,5422500000
2015/12/18,3063088,74264426.98,5436000000
2015/12/17,5543475,133489385.1,5519250000
2015/12/16,2273470,53177876.47,5269500000
2015/12/15,1824759,42265140.93,5172750000
2015/12/14,1927086,43819854.96,5175000000
2015/12/11,1326377,29627105.18,5028750000
2015/12/10,1730174,39098977.94,5067000000
2015/12/9,1146143,25609754.92,5037750000
2015/12/8,1715410,38246504.54,5049000000
2015/12/7,1932199,44064502.58,5139000000
2015/12/4,1727544,38645215.7,5076000000
2015/12/3,1321933,29735140.04,5100750000
2015/12/2,1708089,37504001.97,5017500000
2015/12/1,2427838,53971447.2,4995000000
2015/11/30,2777575,59780574.82,4961250000
2015/11/27,3954754,88416281.18,4788000000
2015/11/26,2893243,67790076.75,5249250000
2015/11/25,5061131,118463182.7,5328000000
2015/11/24,3516273,81222730.4,5220000000
2015/11/23,4598518,106388902.2,5186250000
2015/11/20,3179725,73456883.72,5206500000
2015/11/19,2549056,58510013.1,5231250000
2015/11/18,5508965,128419970.6,5114250000
2015/11/17,7086466,176956463.2,5456250000
2015/11/16,8006408,202747640.7,5760000000
2015/11/13,4908855,122679457.1,5647500000
2015/11/12,3487273,87673098.5,5634000000
2015/11/11,6188226,156241587.8,5697000000
2015/11/10,7120406,178699254.5,5685750000
2015/11/9,3399754,83776222.61,5625000000
2015/11/6,3169858,78760740.18,5582250000
2015/11/5,3323558,82960908.57,5564250000
2015/11/4,4340370,109538022.8,5730750000
2015/11/3,4585442,113540759.1,5625000000
2015/11/2,1678206,40077336.82,5411250000
2015/10/30,2312541,54971310.69,5312250000
2015/10/29,1890892,44665694.45,5350500000
2015/10/28,2090118,49386070.76,5269500000
2015/10/27,2866721,68638572.18,5445000000
2015/10/26,3018157,73623138.72,5422500000
2015/10/23,3335165,80999017.06,5503500000
2015/10/22,3525142,82823370.82,5436000000
2015/10/21,5025595,119926274.2,5105250000
2015/10/20,4891412,120840036.3,5670000000
2015/10/19,3087696,72594834.79,5355000000
2015/10/16,2321156,53850820.28,5242500000
2015/10/15,2740820,62423085.42,5186250000
2015/10/14,2645983,59744759.63,5024250000
2015/10/13,2230046,51907623.76,5206500000
2015/10/12,3102332,71061865.31,5186250000
2015/10/9,2931633,64886975.11,5001750000
2015/10/8,2224632,48071961.84,4882500000
2015/9/30,1093580,22419452.91,4619250000
2015/9/29,1584087,32613427.86,4617000000
2015/9/28,1272972,25824251.2,4612500000
2015/9/25,2834698,57397926.04,4533750000
2015/9/24,4216592,85465873.14,4619250000
2015/9/23,1680049,33094357.35,4430250000
2015/9/22,2134263,42312202.68,4439250000
2015/9/21,1932950,38418658.57,4475250000
2015/9/18,1886864,36660458.07,4394250000
2015/9/17,4027232,79475199.69,4367250000
2015/9/16,4970999,96502655.95,4563000000
2015/9/15,3845721,71554168.69,4180500000
2015/9/14,3813954,68347567.94,4113000000
2015/9/11,2885416,53106793.41,4115250000
2015/9/10,3244863,59081461.6,4137750000
2015/9/9,5485884,98890103.78,4065750000
2015/9/8,3374431,58883714.37,4052250000
2015/9/7,8935988,149207754.1,3899250000
2015/9/2,4616682,77285125.1,3863250000
2015/9/1,8673985,153020441.7,3942000000
2015/8/31,10673448,211924139,4380750000
2015/8/28,11390448,243218325.2,4866750000
2015/8/27,0,0,5204250000
2015/8/26,0,0,5204250000
2015/8/25,0,0,5204250000
2015/8/24,0,0,5204250000
2015/8/21,9798309,222796171.7,5204250000
2015/8/20,10608937,232367571.8,4992750000
2015/8/19,5399740,106849319.5,4722750000
2015/8/18,8889137,188803063.2,4556250000
2015/8/17,2812885,57263403.93,4664250000
2015/8/14,2639738,54573956.05,4572000000
2015/8/13,2570997,51649659.13,4605750000
2015/8/12,3215035,65170843.18,4493250000
2015/8/11,4597791,96271567.53,4632750000
2015/8/10,5306579,109227929.2,4704750000
2015/8/7,3192561,63318260.46,4506750000
2015/8/6,2424016,47412648.46,4367250000
2015/8/5,4061573,80377422.34,4358250000
2015/8/4,4826808,94665051.9,4522500000
2015/8/3,3349179,63772791.37,4315500000
2015/7/31,3958415,75413852.88,4275000000
2015/7/30,8834645,184516388,4376250000
2015/7/29,9558880,188357559.6,4632750000
2015/7/28,5252213,89442766.25,4212000000
2015/7/27,4820850,88781753.42,3894750000
2015/7/24,4956872,99888532.47,4326750000
2015/7/23,4130464,82756540.21,4565250000
2015/7/22,5306643,104247747.1,4437000000
2015/7/21,9312673,189146917.9,4504500000
2015/7/20,10598960,204749184.8,4657500000
2015/7/17,7739596,142430210.3,4234500000
2015/7/16,6406218,110530495.9,4000500000
2015/7/15,5631345,94657706.69,3665250000
2015/7/14,6729073,121048257.1,4056750000
2015/7/13,6121821,104644545.7,3892500000
2015/7/10,1934392,30076092.76,3539250000
2015/7/9,4584333,62965290.66,3217500000
2015/7/8,12065791,144314839.7,2925000000
2015/7/7,6277193,78081694.29,2763000000
2015/7/6,4940252,71106746.51,3069000000
2015/7/3,4285969,63266317.38,3206250000
2015/7/2,3420703,57090962.22,3561750000
2015/7/1,3663394,69747436.91,3957750000
2015/6/30,4714253,85183536.09,4340250000
2015/6/29,4117670,79272532.98,4158000000
2015/6/26,3931204,82039838.61,4619250000
2015/6/25,2266663,53563197.15,5132250000
2015/6/24,2392102,57853534.48,5483250000
2015/6/23,2524204,58653554.86,5316750000
2015/6/19,3497287,86619030.92,5352750000
2015/6/18,2464667,65855831.39,5805000000
2015/6/17,3425624,89110126.99,6030000000
2015/6/16,3498497,93690407.2,5897250000
2015/6/15,4250222,121986272.1,6336000000
2015/6/12,5950272,174744447.1,6651000000
2015/6/11,5077722,143183563.9,6477750000
2015/6/10,3403987,92993256.16,6273000000
2015/6/9,3297613,88876344.82,6009750000
2015/6/8,4105892,114036698,6192000000
2015/6/5,4647326,130227685.9,6313500000
2015/6/4,5611463,152273769.7,6205500000
2015/6/3,5677892,163034918.3,6396750000
2015/6/2,5395749,149614746.2,6385500000
2015/6/1,5035668,134877045.2,6142500000
2015/5/29,5555652,138400447.3,5737500000
2015/5/28,5879223,163958543.3,5793750000
2015/5/27,5298665,144761710.4,6435000000
2015/5/26,4916567,128628116.7,5928750000
2015/5/25,4098170,105314372.5,5827500000
2015/5/22,6195220,159710869.1,5807250000
2015/5/21,7977044,200401352.7,5872500000
2015/5/20,7088029,173625346.7,5490000000
2015/5/19,4318172,96360689.26,5078250000
2015/5/18,6950469,154331206.3,5080500000
2015/5/15,5473194,115558096,4772250000
2015/5/14,5797706,121522960.8,4776750000
2015/5/13,4382741,90650336.65,4585500000
2015/5/12,3199171,64094691.24,4524750000
2015/5/11,3039679,60232339.01,4504500000
2015/5/8,2184688,41306941.28,4344750000
2015/5/7,1601775,29766595.8,4124250000
2015/5/6,2573733,49926530.58,4306500000
2015/5/5,2584375,51188754.86,4387500000
2015/5/4,2071749,41326436.5,4504500000
2015/4/30,3175746,63495505.3,4455000000
2015/4/29,2464260,48744756.84,4475250000
2015/4/28,3190686,62698327.37,4360500000
2015/4/27,4570611,92583159.87,4542750000
2015/4/24,5854957,118131219.3,4556250000
2015/4/23,13944492,279025259.9,4479750000
2015/4/22,3956614,78356963.44,4466250000
2015/4/21,2302486,43160016.06,4257000000
2015/4/20,3492593,64995594.28,4131000000
2015/4/17,3754428,72452582.45,4353750000
2015/4/16,2269735,44185144.07,4421250000
2015/4/15,3224764,63986346.19,4317750000
